road_id,elevation,elevation_min,elevation_max,slope,terrain_type
R4410,405.4731803282354,362.40407439238413,415.95354685160595,15.45,VERY_STEEP
R4411,357.6758061888738,343.39901161368095,389.31259872036577,7.79,MODERATE
R4412,350.4187443627958,320.22857142017415,383.3654082647562,30.0,VERY_STEEP
R4413,417.04343337969175,379.1597878492614,463.61178496692423,30.0,VERY_STEEP
R4414,414.1819516801435,380.709133877201,444.42216507082105,30.0,VERY_STEEP
R4415,391.0788809999612,347.7677181590294,422.8269377857579,23.14,VERY_STEEP
R4416,398.96440760320326,386.0735392427492,427.8305196563388,15.64,VERY_STEEP
R4417,391.544300059209,353.91625847924234,412.3004722416682,30.0,VERY_STEEP
R4418,352.40050448448886,321.03939526910017,364.64166981444544,13.27,STEEP
R4419,383.53716062174624,358.3707260625485,409.8834679101397,20.6,VERY_STEEP
R4420,367.70822553972897,344.0972262503677,379.8118843893561,5.69,MODERATE
R4421,359.84241891013687,325.00911359916915,391.8621176887736,30.0,VERY_STEEP
R4422,445.672043388935,400.03222840316437,467.9637891186267,30.0,VERY_STEEP
R4423,409.9359725042166,380.08893546017197,441.2800685652337,30.0,VERY_STEEP
R4424,422.86562842366027,379.87670186058347,438.2375069994677,0.75,FLAT
R4425,381.53637432661174,355.45011905285304,428.8415729561861,30.0,VERY_STEEP
R4426,389.3147129494015,375.2189344376744,435.09556269139887,30.0,VERY_STEEP
R4427,373.69239938967235,361.2321699313268,391.2922597577637,27.99,VERY_STEEP
R4428,359.6965670965425,347.64319224359537,383.43433842830285,30.0,VERY_STEEP
R4429,367.9031637441584,342.6971580658516,402.44287461823757,9.51,MODERATE
R4430,429.7514045296486,406.2618944962149,443.5788528218848,30.0,VERY_STEEP
R4431,417.75458051837757,379.0370995734748,441.9372933630236,28.53,VERY_STEEP
R4432,404.6928875985477,364.9800275351531,424.73737907130794,30.0,VERY_STEEP
R4433,397.5089872866768,385.47482853332724,444.12965643534466,4.37,GENTLE
R4434,442.24342836561243,423.39849785005185,486.3438538171806,30.0,VERY_STEEP
R4435,357.27349477786686,336.3030207715109,390.4668044285414,4.01,GENTLE
R4436,378.0600813237916,346.1556019580793,408.8739347986546,30.0,VERY_STEEP
R4437,384.99378535707143,369.21317640079343,432.2228171388873,2.23,GENTLE
R4438,428.2425812212788,412.88493244527876,475.5396925404314,30.0,VERY_STEEP
R4439,449.25146201619714,401.4999064478788,498.0246670302636,30.0,VERY_STEEP
R4440,374.0670514757153,331.89893518380404,389.0822068400428,6.09,MODERATE
R4441,437.4307334137081,420.20453733006127,453.8530458442349,8.83,MODERATE
R4442,433.0622760431791,406.7995637269595,470.13174399037456,17.85,VERY_STEEP
R4443,372.46573976417665,348.24085979387405,404.12311882857045,30.0,VERY_STEEP
R4444,389.9332580199223,348.293095057306,400.6718942156517,30.0,VERY_STEEP
R4445,390.96728692925194,360.55877027012707,403.4462883688327,28.5,VERY_STEEP
R4446,447.82206685265584,432.70807737291716,493.34528214300803,30.0,VERY_STEEP
R4447,368.08919013788983,328.52950761164004,412.8440219594653,30.0,VERY_STEEP
R4448,429.9157971104782,404.04027798148144,454.20663399032003,30.0,VERY_STEEP
R4449,383.419271417311,362.90230151202513,429.0612960945324,10.49,STEEP
R4450,423.087034577616,398.0670896967872,456.8340375535321,9.19,MODERATE
R4451,392.0011004295663,362.09083788529045,434.2373263103224,30.0,VERY_STEEP
R4452,407.835976311654,384.11135565497364,434.93321915806257,3.66,GENTLE
R4453,433.2611773326131,413.58494642894277,447.79711042640946,30.0,VERY_STEEP
R4454,430.4165564983884,404.47647534622917,457.76563900422906,3.83,GENTLE
R4455,436.64231835397004,425.8754019239741,464.93431027384594,30.0,VERY_STEEP
R4456,355.9617325344659,315.06181869061334,387.99950028809,3.89,GENTLE
R4457,419.20505530397446,402.36725956127106,433.42836382015156,30.0,VERY_STEEP
R4458,363.9987376721763,352.2425531269508,413.65481219416074,3.3,GENTLE
R4459,391.5818568018411,355.43390908563794,411.3473296341174,30.0,VERY_STEEP
R4460,404.85884150546883,363.90139635252194,422.80093764695255,30.0,VERY_STEEP
R4461,390.2739484746831,347.7207832109694,421.34606522892057,5.58,MODERATE
R4462,401.96116758030075,372.22080027387676,433.4494947560963,30.0,VERY_STEEP
R4463,449.65263087986193,431.43790349226254,477.2454603931917,3.47,GENTLE
R4464,363.52173137128545,324.0326242812924,404.3974172242956,30.0,VERY_STEEP
R4465,417.5456045336426,379.5570814474691,448.21178056278666,30.0,VERY_STEEP
R4466,389.6000966385615,369.7492672744346,423.9879148443609,10.32,STEEP
R4467,363.3009798907329,317.1646696562212,402.2508353070443,16.28,VERY_STEEP
R4468,365.87367633743094,351.69881801411776,376.8746803999856,30.0,VERY_STEEP
R4469,444.9273106245617,395.61978104090866,477.7530779263635,12.67,STEEP
R4470,437.9601496711762,393.5502372320776,483.327928520311,30.0,VERY_STEEP
R4471,440.7041960415022,403.1882502223392,451.39974575851954,7.46,MODERATE
R4472,449.15327758273867,401.60328205154536,475.3605617347771,30.0,VERY_STEEP
R4473,370.8315390008518,331.9390922679035,417.88063700908504,3.68,GENTLE
R4474,385.5439337364062,367.92565385520436,409.6701098277077,30.0,VERY_STEEP
R4475,416.92190299248665,389.2356574679742,445.27105596049626,5.02,MODERATE
R4476,398.3802539860647,385.5201330127993,447.6419097078372,4.4,GENTLE
R4477,391.83895333783335,366.2526564463087,409.8119076958563,30.0,VERY_STEEP
R4478,385.7811249335593,346.11700414407096,398.3913324985595,30.0,VERY_STEEP
R4479,409.3780631943452,383.9203291571125,453.75496682879736,5.23,MODERATE
R4480,407.5593428640082,384.34757584528285,452.29795651250294,5.1,MODERATE
R4481,366.145783406424,332.33155450601157,395.02889679362454,9.89,MODERATE
R4482,397.17398375184393,352.2858025918881,427.7422707309354,30.0,VERY_STEEP
R4483,405.347177620985,393.4438499191405,448.77943240569846,5.89,MODERATE
R4484,407.02869387313905,381.60987648514964,446.57107379777085,30.0,VERY_STEEP
R4485,371.0107192912352,354.6810896186247,391.61667937991564,1.54,FLAT
R4486,424.22713922522865,386.41296919595385,434.9028734280894,30.0,VERY_STEEP
R4487,352.519909482107,338.2909270648616,381.7079159834488,1.53,FLAT
R4488,385.48318555431626,348.8908752111065,429.8396785981419,30.0,VERY_STEEP
R4489,428.02126485356337,406.57403002164705,473.8546519211699,9.25,MODERATE
R4490,406.3892921055402,388.43261955605124,454.6383399885864,30.0,VERY_STEEP
R4491,376.116243251086,328.6621409380866,421.29877275559727,30.0,VERY_STEEP
R4492,419.49531193430477,408.7543288644665,452.6970541462287,30.0,VERY_STEEP
R4493,406.7390944156073,379.2280035400246,434.52331838505137,25.5,VERY_STEEP
R4494,429.6243609456387,418.759281247167,470.6183548070027,30.0,VERY_STEEP
R4495,423.5025186189823,394.15879669480915,463.09538399360616,30.0,VERY_STEEP
R4496,411.01079220362345,380.9688970918467,442.53652940688164,5.64,MODERATE
R4497,398.8177675310814,375.95126867529154,412.3108624334202,3.33,GENTLE
R4498,363.3182125667523,348.0317414657514,410.36146643822906,30.0,VERY_STEEP
R4499,376.13330178853835,351.0778002791593,404.3574032886048,2.62,GENTLE
R4500,391.90994729170853,355.0194296944059,416.4432985683591,3.81,GENTLE
R4501,409.92992870063887,368.6340963548605,445.11262450738974,30.0,VERY_STEEP
R4502,401.3707855215305,370.1407614260048,438.32430396820956,30.0,VERY_STEEP
R4503,378.818452595953,345.22507681836277,397.24596927716505,30.0,VERY_STEEP
R4504,350.64643577897107,332.62178093398495,394.1239895713693,30.0,VERY_STEEP
R4505,399.6239221900814,378.1307088609754,421.2214059365765,30.0,VERY_STEEP
R4506,378.5625988562243,362.08677445412997,396.029955892797,30.0,VERY_STEEP
R4507,423.4608300710535,403.48901607086907,449.7168241852334,30.0,VERY_STEEP
R4508,352.39462652704833,333.39915531802706,391.6170297629469,30.0,VERY_STEEP
R4509,408.4827811305791,377.7048296749296,457.10110826817123,22.08,VERY_STEEP
R4510,444.14742375060655,411.63987351897737,486.51867432546385,5.3,MODERATE
R4511,367.4409267111499,319.6430298782897,415.0548618179576,30.0,VERY_STEEP
R4512,397.16494907505955,379.3421231909986,412.78918123812065,27.93,VERY_STEEP
R4513,359.1421991817138,323.47517077525396,371.98927113626087,28.32,VERY_STEEP
R4514,412.56819122613524,369.8778204666343,444.8763817024021,30.0,VERY_STEEP
R4515,405.0531680596226,372.6435095083005,426.66506738138395,30.0,VERY_STEEP
R4516,390.73655242128325,370.53640632124024,433.85875134005414,30.0,VERY_STEEP
R4517,402.1377021473741,381.6356929465741,439.0172170034672,11.39,STEEP
R4518,439.657465846901,428.087343724061,488.48659240633276,19.77,VERY_STEEP
R4519,369.6294302311067,347.4116611691674,389.8211244603589,26.57,VERY_STEEP
R4520,352.2564511705347,312.4723040103995,381.687815744744,30.0,VERY_STEEP
R4521,436.1664884699101,424.2657781816257,466.2161075669243,30.0,VERY_STEEP
R4522,407.71170823879066,388.9398969385974,427.2787800330857,30.0,VERY_STEEP
R4523,439.0658455461842,400.81654560491296,472.66958152570453,30.0,VERY_STEEP
R4524,409.6945223413173,368.38845982840223,437.42596178448684,30.0,VERY_STEEP
R4525,431.0161089959702,402.80337259349307,458.88497123556516,30.0,VERY_STEEP
R4526,392.9673363355148,355.04436279636883,417.47680225441417,30.0,VERY_STEEP
R4527,424.98599312882686,399.46790638263116,435.66316722584827,30.0,VERY_STEEP
R4528,441.3041466889856,424.9076168880205,472.1879561655772,30.0,VERY_STEEP
R4529,407.21229637222064,381.2863166313044,430.62220980023386,30.0,VERY_STEEP
R4530,368.07851505623796,334.87980224811224,378.13130981561113,30.0,VERY_STEEP
R4531,376.87976150301984,328.95763022890424,399.1975098094971,30.0,VERY_STEEP
R4532,369.86445768974056,357.11441960619345,391.00959101333086,30.0,VERY_STEEP
R4533,374.6857027595733,344.38993900577486,400.42362888851875,30.0,VERY_STEEP
R4534,380.64154493510364,357.4847538066747,395.9156245208395,30.0,VERY_STEEP
R4535,405.51337867531885,375.18091090425105,435.82073166072223,30.0,VERY_STEEP
R4536,408.79916294638326,397.840145051322,446.4967770471085,11.31,STEEP
R4537,392.6499747241861,370.12896053612286,427.857397486369,13.22,STEEP
R4538,411.5420779820835,368.7473520810033,453.69227588485114,30.0,VERY_STEEP
R4539,358.15749256113656,325.9998232069511,386.2378240806198,30.0,VERY_STEEP
R4540,358.77882370581597,330.75552399317127,389.5424929194051,30.0,VERY_STEEP
R4541,367.18294603576584,345.76194316715225,409.5990236701252,30.0,VERY_STEEP
R4542,401.8077498040345,379.88604889238024,428.91579663680403,30.0,VERY_STEEP
R4543,371.39946786983137,346.075410526208,409.46344186581524,30.0,VERY_STEEP
R4544,378.32844034925773,334.90561195067534,405.7125350979774,30.0,VERY_STEEP
R4545,390.0312836172994,341.3427553449686,416.74073139776186,30.0,VERY_STEEP
R4546,431.18661240103796,403.640397147023,471.5948373822044,30.0,VERY_STEEP
R4547,351.38621359128604,325.65210004137555,368.3796902099345,30.0,VERY_STEEP
R4548,414.93788202366227,371.07585099086776,438.4813209013252,30.0,VERY_STEEP
R4549,416.88765310406853,389.8114402786164,435.8545441739446,30.0,VERY_STEEP
R4550,429.86557803566365,397.7848511438376,454.2299757543675,30.0,VERY_STEEP
R4551,443.2752939060313,424.03762732208156,462.49028680067227,30.0,VERY_STEEP
R4552,352.01378489492896,312.27368346376596,385.19001013839517,30.0,VERY_STEEP
R4553,365.3783705513216,334.09883782049036,407.3052026560354,30.0,VERY_STEEP
R4554,438.6171294055993,396.2557473959856,480.0816518543154,30.0,VERY_STEEP
R4555,395.8518562187015,354.6225470175547,420.43189480065325,30.0,VERY_STEEP
R4556,406.45906389334635,387.8588731625452,456.0094801291168,30.0,VERY_STEEP
R4557,416.30272037231475,377.67729835000426,450.0568949605468,30.0,VERY_STEEP
R4558,417.90666044956373,375.90448413150887,443.8826725206955,30.0,VERY_STEEP
R4559,443.1740403316508,419.329750700355,486.5956115013078,30.0,VERY_STEEP
R4560,449.694941741167,432.790577225076,488.8899022468726,30.0,VERY_STEEP
R4561,422.01574609309404,411.9104598699105,461.9867595660582,30.0,VERY_STEEP
R4562,378.72212092051507,350.68597479678914,396.56769490986994,30.0,VERY_STEEP
R4563,437.97524022943435,413.8779309678807,466.70821252417653,30.0,VERY_STEEP
R4564,354.92209145407617,322.72569810105983,399.39521668706027,30.0,VERY_STEEP
R4565,373.1080852874496,355.5864415838982,403.26960559259993,30.0,VERY_STEEP
R4566,439.73857174637146,395.35194983971246,477.07668148321346,30.0,VERY_STEEP
R4567,375.6191514439355,355.3089428188111,409.1365007653061,30.0,VERY_STEEP
R4568,372.06510596217487,353.0079217586689,415.7593774709102,30.0,VERY_STEEP
R4569,363.81252931402474,334.5839670546505,385.1949629044889,18.74,VERY_STEEP
R4570,435.9111757646916,405.95713481492066,468.9301868801462,30.0,VERY_STEEP
R4571,400.00582591910864,381.40241676770495,414.93521263950083,2.63,GENTLE
R4572,417.4893203054155,396.61489123637887,455.0977513733942,7.71,MODERATE
R4573,373.90663840750295,357.11842884129317,413.18535194161143,0.72,FLAT
R4574,425.80404210112164,387.06563496819496,437.5175349486816,9.25,MODERATE
R4575,426.0005544962099,385.1969932460466,463.03219304132926,0.43,FLAT
R4576,381.25980249083,352.7666625924587,407.8474086574615,1.04,FLAT
R4577,391.0682633010283,352.50478239362764,406.0321383454156,3.42,GENTLE
R4578,370.9690277430201,331.53161206552227,397.7653296509588,7.93,MODERATE
R4579,447.6561023322904,432.12508122517806,465.4254195201137,30.0,VERY_STEEP
R4580,414.56025770584114,365.9131367124597,441.1826389907738,2.33,GENTLE
R4581,443.45438807155153,400.6131101876943,468.82794918989265,30.0,VERY_STEEP
R4582,380.3385543629133,362.1592159150804,419.87421984035564,30.0,VERY_STEEP
R4583,428.189091299689,410.74248986984617,469.15771362634337,30.0,VERY_STEEP
R4584,426.5858643884742,411.5594185652909,460.86701056385607,2.14,GENTLE
R4585,419.16556518665413,403.6304226849774,430.07303887395204,1.66,FLAT
R4586,446.56389752668,406.63742556553217,493.8047886895198,30.0,VERY_STEEP
R4587,389.35553361063154,360.5693633325666,426.80486481448946,18.92,VERY_STEEP
R4588,363.07173235897574,321.75436544938105,374.4395503558233,30.0,VERY_STEEP
R4589,417.1708859244061,377.32069015039787,459.9242018929708,28.59,VERY_STEEP
R4590,422.9309800477206,388.7464715075117,440.94162623644047,30.0,VERY_STEEP
R4591,407.50605734588146,370.0513930827343,440.6749049287257,30.0,VERY_STEEP
R4592,370.6817893133396,359.94756033817396,399.34716411134707,30.0,VERY_STEEP
R4593,400.44559416693556,377.97448829473467,427.2391454611386,30.0,VERY_STEEP
R4594,381.21897365691296,345.70608648653655,426.8075224618889,4.61,GENTLE
R4595,392.7466528166689,382.37285467721915,420.2411044791735,0.25,FLAT
R4596,414.5218575844664,403.20277983716267,427.5356222873924,14.34,STEEP
R4597,424.52147426908346,380.44595497026813,472.3870233576815,30.0,VERY_STEEP
R4598,373.2224690901343,335.86147462245145,420.0438783397194,14.56,STEEP
R4599,390.53253606469536,369.91774673988164,427.9098436479593,30.0,VERY_STEEP
R4600,376.91615709916294,339.3976434944146,405.63185822444393,30.0,VERY_STEEP
R4601,369.8631613861869,328.1648946206164,383.5775403039278,5.92,MODERATE
R4602,428.33872199958387,406.06695067517984,469.9686467426829,5.35,MODERATE
R4603,440.9252694436992,429.48377434373174,453.9443860206604,30.0,VERY_STEEP
R4604,387.02321856845765,339.7120535809483,399.7672579642635,30.0,VERY_STEEP
R4605,425.12789243737666,401.32069890555147,456.6232461349514,30.0,VERY_STEEP
R4606,439.6995289364411,425.4402584050528,456.1046585438267,30.0,VERY_STEEP
R4607,434.6124210530231,404.9381461972972,444.9216317466371,30.0,VERY_STEEP
R4608,368.2813388539226,327.54262702735724,395.20587609375406,5.77,MODERATE
R4609,445.6291881513361,426.76329556663376,461.11787741573875,30.0,VERY_STEEP
R4610,387.6676440429462,366.8880420376117,404.0882606541739,1.08,FLAT
R4611,383.92406611738363,364.2154666454403,397.000491666797,30.0,VERY_STEEP
R4612,356.24313272777806,306.57621061451096,374.44688287672244,8.68,MODERATE
R4613,398.6173654104883,380.72121606126655,437.23673260146387,30.0,VERY_STEEP
R4614,360.9013615640929,327.8805528854479,403.25845385280456,30.0,VERY_STEEP
R4615,374.8539820927426,327.84339642646404,402.95532785391464,30.0,VERY_STEEP
R4616,381.69426217672816,365.818399421617,411.95641481198487,30.0,VERY_STEEP
R4617,430.8826323491684,382.04846443446036,442.1888337329365,11.73,STEEP
R4618,437.54886503958966,389.6497756637647,450.32151549444234,9.1,MODERATE
R4619,380.246631746147,334.8637522638165,400.54934077212766,30.0,VERY_STEEP
R4620,435.8698121244574,417.2875512712573,467.62574895298326,30.0,VERY_STEEP
R4621,435.7230937369791,400.36089149653975,475.3051396863788,30.0,VERY_STEEP
R4622,426.46509503848733,386.02943612003776,460.66521749200865,17.58,VERY_STEEP
R4623,364.66951140151815,315.22839427366097,390.35462560098966,30.0,VERY_STEEP
R4624,419.0322846900729,401.8153318068181,433.76524761019846,7.3,MODERATE
R4625,444.5024064580569,403.86137047728505,485.7333358535445,30.0,VERY_STEEP
R4626,418.25404787671573,394.7020010796312,442.805489940678,30.0,VERY_STEEP
R4627,383.1616849107834,366.13662628806327,422.60384549009495,24.88,VERY_STEEP
R4628,400.05793174308315,373.20285409452896,430.57708541965684,30.0,VERY_STEEP
R4629,414.57250433510535,372.8190678491607,454.11898647757835,30.0,VERY_STEEP
R4630,401.05704087285034,372.46304872468824,447.3486233309532,11.83,STEEP
R4631,361.99529417309697,330.494370164975,408.83647481524906,30.0,VERY_STEEP
R4632,381.20640446520207,331.40002805719723,412.6106756652262,17.74,VERY_STEEP
R4633,430.23960305536326,404.2752310730662,460.6999376459888,30.0,VERY_STEEP
R4634,436.14180460955174,401.5257744211822,456.76894322966524,30.0,VERY_STEEP
R4635,363.73000327155705,339.1202352069422,411.1619965327287,19.98,VERY_STEEP
R4636,445.23867523987246,419.5272493867243,473.5554419278573,30.0,VERY_STEEP
R4637,382.88226178486093,345.0566316470446,397.98591135635604,9.7,MODERATE
R4638,416.231373873072,368.7158948292767,443.539570458134,30.0,VERY_STEEP
R4639,425.1825145956681,393.48815657597527,440.26464460518827,4.31,GENTLE
R4640,431.19462346378833,390.45862630583713,461.2958908340713,30.0,VERY_STEEP
R4641,444.57497022259304,431.00670786991446,477.0259908168415,3.19,GENTLE
R4642,381.2919548028823,362.8456333056052,404.8021852626257,4.17,GENTLE
R4643,435.8506454551555,405.7653798183742,448.71667002441484,3.37,GENTLE
R4644,363.1686903436207,352.3682213984697,410.9088317689503,30.0,VERY_STEEP
R4645,420.50409063535926,400.3898914848569,461.43821517469644,30.0,VERY_STEEP
R4646,424.1977729513986,393.50172135839995,467.7530161716034,22.38,VERY_STEEP
R4647,417.77232412013205,407.17387618988005,442.44705989158126,30.0,VERY_STEEP
R4648,375.2314736135153,354.6496221644736,415.6647148142933,9.21,MODERATE
R4649,437.30431470152035,406.7430819224856,466.71923050828815,30.0,VERY_STEEP
R4650,366.8858463370395,333.95987641778964,384.9291858732813,30.0,VERY_STEEP
R4651,355.3634791520831,308.33341142987086,370.3404142283716,7.57,MODERATE
R4652,421.74649906119123,385.9326741311669,445.5485338340735,20.12,VERY_STEEP
R4653,397.54757152327335,370.9581394220736,413.0496559822789,21.84,VERY_STEEP
R4654,434.9098019958676,387.6957549105449,484.8405610440303,30.0,VERY_STEEP
R4655,388.3397141058259,346.94439477031415,400.3072737151068,18.64,VERY_STEEP
R4656,366.8278588507713,348.8275020062614,394.47360282553433,30.0,VERY_STEEP
R4657,433.64421924698695,418.41052479303414,461.72796014260234,14.87,STEEP
R4658,404.8909631640072,367.8584977342979,426.9162403072742,30.0,VERY_STEEP
R4659,368.9195792390355,336.52425261595613,401.7736418673133,24.72,VERY_STEEP
R4660,422.0383998586446,380.45145530693435,438.0374808247064,30.0,VERY_STEEP
R4661,401.1113638489501,361.55916184580263,442.4678590724394,12.56,STEEP
R4662,410.431298224032,375.4228368697314,433.72920695393753,30.0,VERY_STEEP
R4663,396.0898338206582,346.6345469555025,429.74353741260387,30.0,VERY_STEEP
R4664,432.87089838180066,401.5273091773843,471.49646782447905,30.0,VERY_STEEP
R4665,432.956271568305,418.4320413082362,478.51795627591144,30.0,VERY_STEEP
R4666,420.93888218243865,377.8079395897991,464.37037964052666,30.0,VERY_STEEP
R4667,360.54013773964624,340.4660032458179,394.8724988637886,30.0,VERY_STEEP
R4668,433.8853861904069,392.79330026465016,459.4211134057624,30.0,VERY_STEEP
R4669,417.101298053291,368.8170142132889,447.22948485628956,30.0,VERY_STEEP
R4670,419.70241660042996,381.8305960418563,460.4518083355821,30.0,VERY_STEEP
R4671,386.29828404038716,352.4570776023951,431.4001057427661,22.42,VERY_STEEP
R4672,437.9279556157007,409.51250858869906,452.07923274276754,30.0,VERY_STEEP
R4673,422.53716002348574,397.9607653836696,447.9314105232079,30.0,VERY_STEEP
R4674,361.25904665291944,337.138856614046,402.30371058945946,7.7,MODERATE
R4675,390.77780344061625,355.32289521223265,418.0438739443747,7.66,MODERATE
R4676,438.6380361960142,398.58711151850434,461.9271467586655,4.72,GENTLE
R4677,354.7196701697379,317.57898739036136,381.1725780426687,4.72,GENTLE
R4678,446.14166196420496,428.2052579164625,480.25545183565896,30.0,VERY_STEEP
R4679,417.9162568319563,388.1567696262166,467.90846259730836,30.0,VERY_STEEP
R4680,413.13759776433767,371.47199487701516,442.85729492851897,30.0,VERY_STEEP
R4681,377.05592564879913,348.02776252123687,395.39570464696953,30.0,VERY_STEEP
R4682,374.8791788739177,343.4142476844979,391.39304188508146,30.0,VERY_STEEP
R4683,444.2058219488595,403.3603800220266,455.8998118479161,12.6,STEEP
R4684,379.82724542341225,343.37663317280857,412.1799348201451,29.55,VERY_STEEP
R4685,427.55052967189994,401.17673283660423,459.3334133314533,30.0,VERY_STEEP
R4686,389.3121798207079,343.49567137293917,407.5215368919203,14.69,STEEP
R4687,363.9254070784704,347.42272433193125,401.7385833365731,30.0,VERY_STEEP
R4688,351.0715297695359,301.2508718259229,390.71581143472315,18.95,VERY_STEEP
R4689,404.4257337015251,389.67163056247557,424.7896619168095,30.0,VERY_STEEP
R4690,447.57788185489323,436.97988301072365,471.3418724160827,7.13,MODERATE
R4691,386.91361938092047,341.31286333496985,436.5324862748107,30.0,VERY_STEEP
R4692,385.71923339930447,365.92109306466625,410.68981211333386,9.01,MODERATE
R4693,384.4091617849442,345.2211766870754,424.8412286551883,30.0,VERY_STEEP
R4694,402.0543837304858,359.6137687332031,430.1634007956834,14.85,STEEP
R4695,394.06648834242935,349.70703270114467,435.8002814568684,30.0,VERY_STEEP
R4696,437.99146267270146,388.3276932461348,478.7523922240074,30.0,VERY_STEEP
R4697,400.552079172349,378.79049077074905,437.26232018029043,30.0,VERY_STEEP
R4698,400.7757838188569,362.36605014176655,444.96691767068006,30.0,VERY_STEEP
R4699,363.83715947205565,349.2211651408225,411.405899267163,30.0,VERY_STEEP
R4700,448.2739540910386,422.00158243676464,481.47328690912195,30.0,VERY_STEEP
R4701,374.997289086883,331.0784213543794,394.4960453757928,30.0,VERY_STEEP
R4702,357.3364067459603,332.63008490359596,383.2815652117233,30.0,VERY_STEEP
R4703,416.3146248975209,382.6708096760963,456.64685343805263,30.0,VERY_STEEP
R4704,409.5366370156873,379.3856992667019,445.57197642064205,30.0,VERY_STEEP
R4705,391.51456539927455,355.6765041547927,408.6264989418845,30.0,VERY_STEEP
R4706,392.2192233880678,343.30344781256,404.26880503392476,30.0,VERY_STEEP
R4707,428.5063921046431,416.276971044587,465.8248558463257,27.92,VERY_STEEP
R4708,369.5712640099649,336.61280330989973,389.61442497113876,30.0,VERY_STEEP
R4709,432.025331894489,387.5041807244776,462.01214164365115,30.0,VERY_STEEP
R4710,414.87471138950184,385.6194029195647,454.7445822900056,30.0,VERY_STEEP
R4711,391.89697737795245,378.75588994028953,424.4036486042058,11.32,STEEP
R4712,395.80286165838686,363.381287561716,409.1349649828587,30.0,VERY_STEEP
R4713,375.6647207186096,352.3817650856568,393.0879301899518,9.1,MODERATE
R4714,425.21143326969747,409.01376185618005,443.98456063093425,30.0,VERY_STEEP
R4715,401.28747423052675,357.3260936991878,421.6020443763206,30.0,VERY_STEEP
R4716,382.0854542749844,351.2214737553395,414.70158995300454,3.68,GENTLE
R4717,409.605011576095,362.27395508093235,439.7636427691108,4.42,GENTLE
R4718,449.5734452051323,407.33278502100956,467.69984673970066,30.0,VERY_STEEP
R4719,393.5262279656554,355.8073562147087,406.2284217038829,30.0,VERY_STEEP
R4720,442.06914007786196,431.8681199432495,458.92642825685067,25.34,VERY_STEEP
R4721,384.5016839924566,357.38874572692663,433.87693649720075,30.0,VERY_STEEP
R4722,355.4732706924986,337.5738194264173,384.2151486841575,5.1,MODERATE
R4723,370.4242106368429,323.99229419488813,415.11803082492736,9.82,MODERATE
R4724,391.8695143327684,374.886154945714,435.8196129995221,16.69,VERY_STEEP
R4725,371.9634928594569,350.5210907930855,402.42427515797186,30.0,VERY_STEEP
R4726,350.02270382182553,319.3492331124456,388.2902121602473,24.93,VERY_STEEP
R4727,441.50015377475273,420.96560901482957,459.21023419126124,30.0,VERY_STEEP
R4728,434.3879411230929,415.99335403192805,471.92380932016925,15.1,VERY_STEEP
R4729,424.2292231486947,390.2652501445846,445.1246063192263,22.17,VERY_STEEP
R4730,366.78145956460287,353.2242786544019,410.06394343476893,30.0,VERY_STEEP
R4731,362.0363576209986,349.70964727216165,375.38532294535503,30.0,VERY_STEEP
R4732,356.7604749472383,331.87066313979545,397.6860218626494,30.0,VERY_STEEP
R4733,422.4029188772921,383.57634069697764,436.4003951400369,30.0,VERY_STEEP
R4734,442.8807960687885,410.6885257378306,488.1283655445609,30.0,VERY_STEEP
R4735,393.0535820913037,366.13852335263255,415.22176281670386,4.43,GENTLE
R4736,361.9140671996048,329.2840046306215,398.0898017928278,10.49,STEEP
R4737,401.23928207321063,376.6212226870797,430.7393732180218,22.11,VERY_STEEP
R4738,384.88319074586303,337.4373373285785,409.5353165563566,6.85,MODERATE
R4739,387.48249243499976,375.2862967985688,423.3001657623396,9.71,MODERATE
R4740,412.13306241557075,375.1974032543773,460.0339816376203,16.05,VERY_STEEP
R4741,421.8718113262202,376.2205047331102,433.5226012212051,30.0,VERY_STEEP
R4742,361.06035988731605,318.9049715379059,407.8144741226402,21.78,VERY_STEEP
R4743,353.55902308064765,336.1973816877898,387.9222892814882,18.28,VERY_STEEP
R4744,449.4330302685715,427.59597630935997,491.72560229933356,30.0,VERY_STEEP
R4745,373.2728348915552,334.59091734327103,398.6278330289263,8.07,MODERATE
R4746,355.3830524908459,342.01223012361527,384.25677148435045,30.0,VERY_STEEP
R4747,368.987532909592,326.5130649162886,413.7415629816386,30.0,VERY_STEEP
R4748,353.89578463484645,315.1395068506548,380.48970342723936,30.0,VERY_STEEP
R4749,389.1810894617172,349.9968234923035,420.5674721316806,30.0,VERY_STEEP
R4750,430.2401784451324,416.2305236344288,441.0479753685057,26.5,VERY_STEEP
R4751,384.12444497577206,345.4140231831228,400.4683652092938,30.0,VERY_STEEP
R4752,394.41834068783663,357.22561567903784,430.0858010068286,30.0,VERY_STEEP
R4753,417.5586773567439,374.32177772386984,456.237753399299,30.0,VERY_STEEP
R4754,400.889407006988,389.2255687567292,434.19344447836795,30.0,VERY_STEEP
R4755,436.14456860213244,425.22014186342074,451.87697005315687,4.61,GENTLE
R4756,436.60356750457566,411.68328350943324,464.4197846476891,4.4,GENTLE
R4757,350.99106954911537,335.03953819514925,375.194860203643,30.0,VERY_STEEP
R4758,427.8046306483199,395.46925154551104,457.6310844097234,8.54,MODERATE
